    0     -3.6510934089      0.0000000000      0.0000000000
    1     -3.1284190638      1.0000000000     -0.0000004494
    2     -3.1284190638      1.0000000000      0.5000000000
    3     -3.1284190638      1.0000000000     -0.4999995506
    4     -2.6996281483      0.0000000000     -0.0000000000
    5     -2.4587385089      1.0000000000      0.1092328446
    6     -2.4587385089      1.0000000000     -0.3845801332
    7     -2.4587385089      1.0000000000      0.4995331837
    8     -2.4587385089      1.0000000000     -0.2054335950
    9     -2.4587385089      1.0000000000      0.3856269098
   10     -2.4587385089      1.0000000000     -0.4043792099
   11     -2.1451483739      1.0000000000     -0.1046989772
   12     -2.1451483739      1.0000000000      0.0355616062
   13     -2.1451483739      1.0000000000      0.1662129356
   14     -2.1451483739      1.0000000000     -0.3237475256
   15     -2.1451483739      1.0000000000     -0.2731169923
   16     -2.1451483739      1.0000000000      0.4997889533
   17     -1.8546376797      1.0000000000     -0.2580861215
   18     -1.8546376797      1.0000000000     -0.2662636788
   19     -1.8546376797      1.0000000000      0.3685364591
   20     -1.8546376797      1.0000000000      0.1195942903
   21     -1.8546376797      1.0000000000      0.4687044611
   22     -1.8546376797      1.0000000000     -0.4324854102
   23     -1.8019377358      2.0000000000      0.0001378497
   24     -1.8019377358      2.0000000000      0.5391715819
   25     -1.8019377358      2.0000000000      0.9602938782
   26     -1.8019377358      2.0000000000     -0.8610508314
   27     -1.8019377358      2.0000000000     -0.6385524784
   28     -1.7071067812      0.0000000000      0.0000000000
   29     -1.7071067812      0.0000000000     -0.0000000000
   30     -1.6180339887      0.0000000000      0.0000000000
   31     -1.6180339887      0.0000000000     -0.0000000000
   32     -1.2670350984      2.0000000000      0.4841649429
   33     -1.2670350984      2.0000000000      0.2182299164
   34     -1.2670350984      2.0000000000     -0.9207744449
   35     -1.2670350984      2.0000000000     -0.5453868739
   36     -1.2670350984      2.0000000000      0.9993022457
   37     -1.2670350984      2.0000000000     -0.1169869321
   38     -1.2670350984      2.0000000000     -0.4455999282
   39     -1.2670350984      2.0000000000     -0.3392920452
   40     -1.2670350984      2.0000000000     -0.2966171687
   41     -1.2670350984      2.0000000000      0.9629602882
   42     -1.2016396757      1.0000000000     -0.4995579069
   43     -1.2016396757      1.0000000000      0.4993837097
   44     -1.2016396757      1.0000000000      0.0001741972
   45     -1.1441228056      2.0000000000     -0.0329981723
   46     -1.1441228056      2.0000000000     -0.4489755950
   47     -1.1441228056      2.0000000000     -0.2926546284
   48     -1.1441228056      2.0000000000     -0.4438987889
   49     -1.1441228056      2.0000000000      0.9955846267
   50     -1.1441228056      2.0000000000      0.9853208096
   51     -1.1441228056      2.0000000000      0.3525561581
   52     -1.1441228056      2.0000000000     -0.9155025320
   53     -1.1441228056      2.0000000000     -0.5564075745
   54     -1.1441228056      2.0000000000      0.3569756967
   55     -1.0000000000      1.0000000000     -0.4962693771
   56     -1.0000000000      1.0000000000     -0.0037252655
   57     -1.0000000000      1.0000000000      0.4999946426
